# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Sun Dec 31 03:59:10 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User ID:         asafka7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: fifth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_controv_flag = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_orbperstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_orbsmaxstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_radjstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_bmassjstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_densstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_spectype not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_radstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_massstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_agestr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and sy_diststr not null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  order by st_spectype asc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_controv_flag: Controversial Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjlim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_spectype:    Spectral Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_age:         Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_agelim:      Stellar Age Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr1:    Distance [pc] Upper Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr2:    Distance [pc] Lower Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_dist,sy_disterr1,sy_disterr2
Kepler-1513 b,0,160.88420000,0.00110000,-0.00280000,0,0.541600,,,0,0.767,0.003,-0.002,0,0.15200,0.10400,-0.06100,0,Mass,1.304000,0.019000,-0.047000,0,0.306000,0.093000,-0.097000,0,G V,0.95,0.08,-0.06,0,0.94,0.04,-0.04,0,7.000,4.000,-4.200,0,349.2470000,2.5700000,-2.5330000
TOI-1288 b,0,2.69983500,0.00000400,-0.00000300,0,0.042900,0.000600,-0.000600,0,0.467,0.008,-0.008,0,0.13215,0.00944,-0.00944,0,Mass,1.300000,0.500000,-0.500000,0,0.064000,0.014000,-0.015000,0,G V,1.01,0.02,-0.01,0,0.89,0.04,-0.02,0,12.100,1.400,-3.100,0,114.8650000,0.3220000,-0.3210000
TOI-1860 b,0,1.06621070,0.00000140,-0.00000140,0,0.020400,0.000200,-0.000200,0,0.117,0.004,-0.004,0,0.00714,,,0,M-R relationship,5.550000,,,0,,,,,G V,0.94,0.02,-0.02,0,0.99,0.03,-0.03,0,0.133,0.026,-0.026,0,45.8640000,0.0648000,-0.0645000
TOI-2196 b,0,1.19472680,0.00000790,-0.00000930,0,0.022340,0.000600,-0.000600,0,0.313,0.013,-0.013,0,0.08181,0.00409,-0.00409,0,Mass,3.310000,0.510000,-0.430000,0,0.000000,,,0,G V,1.04,0.02,-0.02,0,1.03,0.04,-0.04,0,4.500,2.000,-2.000,0,259.9470000,2.0360000,-2.0050000
TOI-2260 b,0,0.35247280,0.00000470,-0.00000470,0,0.009700,0.000100,-0.000100,0,0.145,0.012,-0.012,0,0.01020,,,0,M-R relationship,4.210000,,,0,,,,,G V,0.94,0.05,-0.05,0,0.99,0.04,-0.04,0,0.321,0.096,-0.096,0,101.2510000,0.2840000,-0.2830000
TOI-5398 b,0,10.59054700,0.00001200,-0.00001100,0,0.098000,0.005000,-0.005000,0,0.919,0.036,-0.036,0,0.18469,0.01793,-0.01762,0,Mass,0.290000,0.050000,-0.050000,0,0.130000,,,1,G V,1.05,0.01,-0.01,0,1.15,0.01,-0.01,0,0.650,0.150,-0.150,0,130.8550000,0.6860000,-0.6780000
TOI-5398 c,0,4.77271000,0.00016000,-0.00014000,0,0.057000,0.003000,-0.003000,0,0.314,0.017,-0.017,0,0.03713,0.01510,-0.01479,0,Mass,1.500000,0.680000,-0.680000,0,0.140000,,,1,G V,1.05,0.01,-0.01,0,1.15,0.01,-0.01,0,0.650,0.150,-0.150,0,130.8550000,0.6860000,-0.6780000
TOI-559 b,0,6.98390950,0.00000510,-0.00000510,0,0.072300,0.001300,-0.001300,0,1.091,0.028,-0.025,0,6.01000,0.24000,-0.23000,0,Mass,5.740000,0.420000,-0.460000,0,0.151000,0.012000,-0.011000,0,G V,1.23,0.03,-0.03,0,1.03,0.06,-0.06,0,6.800,2.500,-2.000,0,233.2660000,1.5420000,-1.5210000
TOI-908 b,0,3.18379200,0.00000700,-0.00000700,0,0.041657,0.000002,-0.000002,0,0.284,0.014,-0.014,0,0.05077,0.01294,-0.01271,0,Mass,2.742000,0.241000,-0.353000,0,0.132000,0.091000,-0.091000,0,G V,1.03,0.03,-0.03,0,0.95,0.01,-0.01,0,4.600,1.500,-1.500,0,175.7480000,0.6380000,-0.6340000
EPIC 211945201 b,0,19.49221000,0.00066600,-0.00065300,0,0.149300,0.001500,-0.001500,0,0.514,0.027,-0.027,0,0.08495,0.04405,-0.03964,0,Mass,0.650000,0.340000,-0.300000,0,0.000000,,,0,G0,1.39,0.02,-0.02,0,1.17,0.04,-0.04,0,3.990,0.850,-0.700,0,181.6900000,1.2950000,-1.2770000
HAT-P-23 b,0,1.21288400,0.00000200,-0.00000200,0,0.023200,0.000200,-0.000200,0,1.368,0.090,-0.090,0,2.09000,0.11100,-0.11100,0,Mass,1.010000,0.180000,-0.180000,0,0.106000,0.044000,-0.044000,0,G0,1.20,0.07,-0.07,0,1.13,0.04,-0.04,0,4.000,1.000,-1.000,0,364.8130000,4.7720000,-4.6530000
HAT-P-66 b,0,2.97208600,0.00000570,-0.00000570,0,0.043630,0.001210,-0.000640,0,1.590,0.160,-0.100,0,0.78300,0.05700,-0.05700,0,Mass,0.242000,0.045000,-0.061000,0,0.090000,,,1,G0,1.88,0.15,-0.10,0,1.26,0.11,-0.05,0,4.660,0.520,-1.120,0,935.4560000,24.3610000,-23.1770000
HATS-11 b,0,3.61918800,0.00002800,-0.00002900,0,0.050700,0.001200,-0.001200,0,1.609,0.064,-0.064,0,0.83000,0.10000,-0.10000,0,Mass,0.315000,0.037000,-0.037000,0,0.340000,,,1,G0,1.54,0.06,-0.06,0,1.33,0.09,-0.09,0,7.700,2.200,-1.600,0,944.6030000,32.2620000,-30.2330000
HD 106252 b,0,1531.00000000,4.70000000,-4.70000000,0,2.610000,0.040000,-0.040000,0,1.110,,,0,10.00000,0.78000,-0.73000,0,Mass,8.940000,,,0,0.480000,0.010000,-0.010000,0,G0,1.10,0.02,-0.02,0,1.01,0.05,-0.05,0,4.190,0.650,-0.650,0,38.1850000,0.0790000,-0.0787000
HD 13931 b,0,4218.00000000,390.00000000,-390.00000000,0,5.150000,0.330000,-0.330000,0,1.180,,,0,2.80000,0.81000,-0.64000,0,Mass,2.130000,,,0,0.020000,0.040000,-0.040000,0,G0,1.25,0.02,-0.02,0,1.30,0.13,-0.13,0,8.400,2.000,-2.000,0,47.3963000,0.1446000,-0.1438000
HD 149026 b,0,2.87589000,0.00000200,-0.00000200,0,0.043640,0.000220,-0.000220,0,0.740,0.020,-0.020,0,0.38000,0.06000,-0.06000,0,Mass,0.750000,0.089000,-0.077000,0,0.000000,,,0,G0,1.41,0.03,-0.03,0,1.42,0.33,-0.33,0,2.600,0.200,-0.200,0,75.8643000,0.1740000,-0.1733000
HD 149143 b,0,4.07182000,0.00001000,-0.00001000,0,0.053000,0.002900,-0.002900,0,1.220,,,0,1.33000,0.15000,-0.15000,0,Msini,0.923000,,,0,0.016700,0.004000,-0.004000,0,G0,1.44,0.08,-0.08,0,1.20,0.20,-0.20,0,4.280,0.680,-0.680,0,73.2801000,0.3623000,-0.3588000
HD 152843 b,0,11.62640000,0.00220000,-0.00250000,0,0.105300,0.003000,-0.003100,0,0.304,0.012,-0.011,0,0.03637,0.02070,-0.01932,0,Mass,1.580000,0.960000,-0.830000,0,0.140000,0.250000,-0.100000,0,G0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,3.970,0.750,-0.750,0,107.8980000,0.3180000,-0.3160000
HD 155358 b,0,194.30000000,0.30000000,-0.30000000,0,0.630000,0.020000,-0.020000,0,1.230,,,0,0.99000,0.08000,-0.08000,0,Msini,0.658000,,,0,0.170000,0.030000,-0.030000,0,G0,1.38,0.02,-0.02,0,1.15,0.08,-0.08,0,10.700,,,0,43.6197000,0.0472000,-0.0472000
HD 155358 c,0,391.90000000,1.00000000,-1.00000000,0,1.020000,0.020000,-0.020000,0,1.240,,,0,0.82000,0.07000,-0.07000,0,Msini,0.534000,,,0,0.160000,0.100000,-0.100000,0,G0,1.38,0.02,-0.02,0,0.92,,,0,10.700,,,0,43.6197000,0.0472000,-0.0472000
HD 171028 b,0,550.00000000,3.00000000,-3.00000000,0,1.320000,0.030000,-0.030000,0,1.180,,,0,2.62000,0.16000,-0.16000,0,Msini,1.990000,,,0,0.590000,0.010000,-0.010000,0,G0,2.47,0.07,-0.07,0,1.53,0.13,-0.13,0,8.590,2.340,-2.340,0,111.6590000,0.6270000,-0.6210000
HD 214823 b,0,1854.84424000,1.35690000,-1.41722000,0,3.080000,0.126000,-0.139000,0,1.080,,,0,18.61000,4.14300,-1.06900,0,Mass,18.300000,,,0,0.161000,0.003000,-0.003000,0,G0,2.04,0.15,-0.15,0,1.11,0.14,-0.14,0,2.700,0.200,-0.200,0,101.3680000,0.4890000,-0.4850000
HD 233832 b,0,2058.00000000,47.00000000,-40.00000000,0,2.827000,0.045000,-0.039000,0,1.200,,,0,1.78000,0.08000,-0.06000,0,Msini,1.260000,,,0,0.359000,0.046000,-0.039000,0,G0,0.68,0.03,-0.03,0,0.71,0.02,-0.02,0,5.417,4.165,-4.165,0,58.7420000,0.2626000,-0.2602000
HD 43691 b,0,36.99870000,0.00110000,-0.00110000,0,0.238000,0.015000,-0.015000,0,1.180,,,0,2.55000,0.34000,-0.34000,0,Msini,1.940000,,,0,0.079600,0.006700,-0.006700,0,G0,1.60,0.11,-0.11,0,1.32,0.25,-0.25,0,2.390,0.370,-0.370,0,85.6009000,0.3684000,-0.3652000
HD 74156 b,0,51.63564000,0.00100000,-0.00113000,0,0.280000,0.011000,-0.012000,0,1.200,,,0,1.67500,0.13600,-0.14300,0,Msini,1.190000,,,0,0.636000,0.008000,-0.005000,0,G0,1.51,0.03,-0.03,0,1.10,0.14,-0.14,0,3.700,0.400,-0.400,0,57.6030000,0.1613000,-0.1604000
HD 74156 c,0,2448.48726000,4.19249000,-4.24759000,0,3.678000,0.145000,-0.159000,0,1.120,,,0,8.66500,1.38500,-0.47000,0,Mass,7.750000,,,0,0.377000,0.006000,-0.006000,0,G0,1.51,0.03,-0.03,0,1.10,0.14,-0.14,0,3.700,0.400,-0.400,0,57.6030000,0.1613000,-0.1604000
HD 75289 b,0,3.50927000,0.00006400,-0.00006400,0,0.050000,0.000000,0.000000,0,1.270,,,0,0.49000,0.03000,-0.03000,0,Msini,0.299000,,,0,0.030000,0.030000,-0.030000,0,G0,1.23,0.02,-0.02,0,1.29,0.10,-0.10,0,5.600,,,0,29.1158000,0.0240000,-0.0240000
HD 75898 b,0,422.90000000,0.29000000,-0.29000000,0,1.191000,0.073000,-0.073000,0,1.180,,,0,2.71000,0.36000,-0.36000,0,Msini,2.060000,,,0,0.110000,0.010000,-0.010000,0,G0,1.58,0.11,-0.11,0,1.26,0.23,-0.23,0,3.560,0.650,-0.650,0,78.0505000,0.3040000,-0.3016000
HD 82886 b,0,705.00000000,34.00000000,-34.00000000,0,1.580000,0.080000,-0.080000,0,1.190,,,0,2.33000,0.33000,-0.33000,0,Msini,1.730000,,,0,0.070000,0.170000,-0.170000,0,G0,5.26,0.31,-0.31,0,2.53,0.46,-0.46,0,7.000,2.000,-2.000,0,127.0610000,1.1220000,-1.1030000
TOI-858 B b,0,3.27971780,0.00000140,-0.00000140,0,0.044350,0.001000,-0.000980,0,1.255,0.039,-0.039,0,1.10000,0.08000,-0.07000,0,Mass,0.690000,0.087000,-0.073000,0,0.150000,,,1,G0,1.31,0.04,-0.04,0,1.08,0.08,-0.07,0,6.800,2.900,-2.500,0,250.4890000,1.5180000,-1.5000000
WASP-114 b,0,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,1.339,0.064,-0.064,0,1.76900,0.06400,-0.06400,0,Mass,0.970000,0.130000,-0.130000,0,0.012000,0.022000,-0.009000,0,G0,1.43,0.06,-0.06,0,1.29,0.05,-0.05,0,4.300,1.400,-1.300,0,523.3370000,17.3420000,-16.2820000
WASP-131 b,0,5.32202300,0.00000500,-0.00000500,0,0.060700,0.000900,-0.000900,0,1.220,0.050,-0.050,0,0.27000,0.02000,-0.02000,0,Mass,0.200000,0.030000,-0.030000,0,0.000000,,,0,G0,1.53,0.05,-0.05,0,1.06,0.06,-0.06,0,4.500,3.500,-3.500,0,200.0750000,2.6590000,-2.5910000
WASP-153 b,0,3.33260900,0.00000200,-0.00000200,0,0.048000,0.001000,-0.001000,0,1.550,0.100,-0.080,0,0.39000,0.02000,-0.02000,0,Mass,0.150000,0.030000,-0.030000,0,0.009000,,,1,G0,1.73,0.10,-0.09,0,1.34,0.09,-0.09,0,4.000,0.800,-0.800,0,610.1760000,9.0170000,-8.7620000
WASP-171 b,0,3.81862440,0.00000380,-0.00000380,0,0.050400,0.000830,-0.000830,0,0.980,0.070,-0.040,0,1.08400,0.09400,-0.09400,0,Mass,1.500000,0.230000,-0.290000,0,0.000000,,,0,G0,1.64,0.09,-0.05,0,1.17,0.06,-0.06,0,5.908,1.051,-1.051,0,757.8400000,19.7610000,-18.7980000
WASP-26 b,0,2.75660000,0.00001000,-0.00001000,0,0.040000,0.000300,-0.000300,0,1.210,0.150,-0.150,0,0.85000,0.23000,-0.23000,0,Mass,0.703000,0.060000,-0.060000,0,0.000000,,,0,G0,1.22,0.15,-0.15,0,0.86,0.34,-0.34,0,6.000,2.000,-2.000,0,252.7590000,4.7610000,-4.5910000
WASP-68 b,0,5.08430000,0.00001500,-0.00001500,0,0.062060,0.000450,-0.000400,0,1.320,0.140,-0.140,0,1.08000,0.25000,-0.25000,0,Mass,0.665000,0.093000,-0.133000,0,0.000000,,,0,G0,1.79,0.19,-0.19,0,1.49,0.53,-0.53,0,5.700,1.300,-1.300,0,226.3990000,1.6210000,-1.5990000
HD 185269 b,0,6.83776000,0.00027000,-0.00027000,0,0.077000,0.003400,-0.003400,0,1.230,,,0,1.01000,0.01400,-0.01400,0,Msini,0.671000,,,0,0.229000,0.014000,-0.014000,0,G0 IV,2.00,,,0,1.30,,,0,4.000,1.000,-1.000,0,51.9917000,0.0843000,-0.0840000
HD 219828 b,0,3.83483000,0.00007000,-0.00007000,0,0.049000,0.002000,-0.002000,0,0.409,,,0,0.06000,0.00500,-0.00500,0,Msini,1.080000,,,0,0.091000,0.021000,-0.025000,0,G0 IV,1.56,0.04,-0.04,0,1.04,0.12,-0.12,0,5.690,0.710,-0.710,0,73.1140000,0.3570000,-0.3536000
HD 219828 c,0,4789.87297000,90.67081000,-80.73006000,0,5.657000,0.228000,-0.242000,0,1.090,,,0,16.05400,3.52000,-1.27000,0,Mass,15.400000,,,0,0.811000,0.004000,-0.004000,0,G0 IV,1.61,0.10,-0.10,0,1.04,0.12,-0.12,0,5.690,0.710,-0.710,0,73.1140000,0.3570000,-0.3536000
K2-99 b,0,18.25198500,0.00139900,-0.00139900,0,0.159700,0.001200,-0.001200,0,1.046,0.037,-0.037,0,0.97000,0.09000,-0.09000,0,Mass,1.050000,,,0,0.190000,0.040000,-0.040000,0,G0 IV,2.63,0.07,-0.07,0,1.63,0.04,-0.04,0,2.400,0.200,-0.600,0,519.2290000,12.9980000,-12.3890000
TOI-813 b,0,83.89110000,0.00270000,-0.00310000,0,0.423000,0.031000,-0.037000,0,0.599,0.034,-0.034,0,0.11400,,,0,M-R relationship,0.662000,,,0,0.000000,,,0,G0 IV,1.94,0.10,-0.10,0,1.32,0.06,-0.06,0,3.730,0.620,-0.620,0,263.1450000,1.5780000,-1.5600000
47 UMa b,0,1078.00000000,2.00000000,-2.00000000,0,2.100000,0.020000,-0.020000,0,1.180,,,0,2.53000,0.07000,-0.06000,0,Msini,1.920000,,,0,0.032000,0.014000,-0.014000,0,G0 V,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,6.480,1.440,-1.040,0,13.7967000,0.0289000,-0.0289000
CoRoT-1 b,0,1.50895570,0.00000640,-0.00000640,0,0.027520,0.000220,-0.000230,0,1.490,0.080,-0.080,0,1.03000,0.12000,-0.12000,0,Mass,0.380000,0.050000,-0.050000,0,0.000000,,,0,G0 V,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,1.600,0.500,-0.500,0,787.9090000,23.4910000,-23.4910000
CoRoT-13 b,0,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,0.885,0.014,-0.014,0,1.30800,0.06600,-0.06600,0,Mass,2.340000,0.230000,-0.230000,0,0.000000,,,0,G0 V,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,1.635,1.515,-1.515,0,1148.9300000,62.1200000,-56.1500000
CoRoT-23 b,0,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,1.050,0.130,-0.130,0,2.80000,0.30000,-0.30000,0,Mass,3.000000,1.100000,-1.100000,0,0.160000,0.020000,-0.020000,0,G0 V,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,7.200,1.500,-1.000,0,1060.9700000,45.4700000,-41.9400000
HAT-P-1 b,0,4.46529976,0.00000055,-0.00000055,0,0.055610,0.000820,-0.000830,0,1.319,0.019,-0.019,0,0.52500,0.01900,-0.01900,0,Mass,0.282000,0.010000,-0.009000,0,0.000000,,,0,G0 V,1.17,0.03,-0.03,0,1.15,0.05,-0.05,0,3.600,0.000,0.000,0,158.9790000,0.9770000,-0.9650000
HATS-36 b,0,4.17518600,0.00003300,-0.00003300,0,0.052300,0.000600,-0.000600,0,1.153,0.034,-0.034,0,3.21600,0.06200,-0.06200,0,Mass,2.120000,0.200000,-0.200000,0,0.105000,0.028000,-0.028000,0,G0 V,1.10,0.03,-0.03,0,1.10,0.04,-0.04,0,0.620,0.550,-0.550,0,856.4360000,21.8740000,-20.8290000
HD 114729 b,0,1121.79000000,3.53000000,-3.43000000,0,2.067000,0.010000,-0.010000,0,1.240,,,0,0.82500,0.00700,-0.00700,0,Msini,0.537000,,,0,0.079000,0.029000,-0.032000,0,G0 V,1.47,0.04,-0.04,0,0.94,0.01,-0.01,0,10.116,0.344,-0.344,0,37.8063000,0.0518000,-0.0517000
HD 11506 b,0,1613.74017000,4.33630000,-4.52954000,0,2.800000,0.123000,-0.136000,0,1.150,,,0,4.88000,1.98600,-0.33300,0,Mass,3.970000,,,0,0.391000,0.010000,-0.010000,0,G0 V,1.24,0.02,-0.02,0,1.12,0.15,-0.15,0,2.300,0.580,-0.580,0,51.2610000,0.1351000,-0.1343000
HD 11506 c,0,223.95986000,0.67408000,-0.64624000,0,0.750000,0.033000,-0.036000,0,1.190,,,0,0.36900,0.04000,-0.04700,0,Msini,0.268000,,,0,0.233000,0.072000,-0.077000,0,G0 V,1.34,0.05,-0.05,0,1.12,0.15,-0.15,0,2.300,0.580,-0.580,0,51.2610000,0.1351000,-0.1343000
HD 11506 d,0,14723.57452000,2801.31728000,-2758.84505000,0,12.235000,1.571000,-1.762000,0,1.130,,,0,7.38300,2.01500,-1.08500,0,Mass,6.450000,,,0,0.061000,0.028000,-0.022000,0,G0 V,1.24,0.02,-0.02,0,1.12,0.15,-0.15,0,2.300,0.580,-0.580,0,51.2610000,0.1351000,-0.1343000
