# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Sat Apr 19 03:22:22 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User ID:         asafka7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: seventh*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_controv_flag = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_orbperstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_orbsmaxstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_radjstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_bmassjstr < 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_densstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_spectype not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_radstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_massstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_agestr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and sy_diststr not null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  order by st_spectype desc, pl_orbsmax desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_controv_flag: Controversial Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjlim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_spectype:    Spectral Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_age:         Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_agelim:      Stellar Age Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [deg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [deg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr1:    Distance [pc] Upper Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr2:    Distance [pc] Lower Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
Kepler-411 d,0,58.02035000000,0.00056000000,-0.00056000000,0,0.2790000000,0.0040000000,-0.0040000000,0,0.29610135,0.00927826,-0.00927826,0,0.04782431,0.01604631,-0.01604631,0,Mass,2.300000,0.800000,-0.800000,0,0.128000,0.003000,-0.003000,0,K2 V,0.820000,0.018000,-0.018000,0,0.870000,0.039000,-0.039000,0,0.2120,0.0310,-0.0310,0,287.6057027,49.5233937,153.67600000,0.45500000,-0.45300000
HD 104067 b,0,55.85100000000,0.01700000000,-0.01700000000,0,0.2674000000,0.0032000000,-0.0033000000,0,0.82000000,,,0,0.19538845,0.01038296,-0.01006833,0,Msini,0.438000,,,0,0.123000,0.048000,-0.051000,0,K2 V,0.780000,0.010000,-0.010000,0,0.820000,0.030000,-0.030000,0,4.3300,3.9900,-3.9900,0,179.7923543,-20.3556058,20.36320000,0.02450000,-0.02440000
HD 13808 c,0,53.75300000000,0.05000000000,-0.08200000000,0,0.2554000000,0.0028000000,-0.0023000000,0,0.27900000,,,0,0.03133751,0.00566340,-0.00302048,0,Msini,1.780000,,,0,0.156000,0.050000,-0.061000,0,K2 V,0.781000,0.017000,-0.022000,0,0.771000,0.022000,-0.022000,0,7.2000,4.8000,-4.8000,0,33.1780708,-53.7437591,28.23050000,0.02570000,-0.02580000
HD 27894 c,0,36.07000000000,0.26000000000,-0.09000000000,0,0.1980000000,0.0010000000,-0.0010000000,0,0.73500000,,,0,0.16200000,0.01100000,-0.04000000,0,Msini,0.506000,,,0,0.015000,0.020000,-0.002000,0,K2 V,0.891767,0.014934,-0.023922,0,0.800000,,,0,13.0000,1.0000,-1.0000,-1,65.1975693,-59.4096776,43.82140000,0.05930000,-0.05910000
Kepler-411 e,0,31.50972800000,0.00008500000,-0.00008500000,0,0.1860000000,0.0030000000,-0.0030000000,0,0.29300000,,,0,0.03398043,0.00346097,-0.00346097,0,Mass,1.680000,,,0,0.016000,0.002000,-0.001000,0,K2 V,0.820000,0.018000,-0.018000,0,0.870000,0.039000,-0.039000,0,0.2120,0.0310,-0.0310,0,287.6057027,49.5233937,153.67600000,0.45500000,-0.45300000
HD 192263 b,0,24.35560000000,0.00460000000,-0.00460000000,0,0.1500000000,0.0000000000,0.0000000000,0,1.26000000,,,0,0.56000000,0.05000000,-0.05000000,0,Msini,0.342000,,,0,0.050000,0.040000,-0.040000,0,K2 V,0.740000,0.010000,-0.010000,0,0.660000,0.080000,-0.080000,0,2.0900,2.5400,-2.5400,0,303.4990864,-0.8657574,19.63590000,0.02180000,-0.02170000
TOI-5076 b,0,23.44316200000,0.00006200000,-0.00006300000,0,0.1481000000,0.0028000000,-0.0030000000,0,0.31130000,0.00890000,-0.00840000,0,0.05080000,0.00780000,-0.00780000,0,Mass,2.080000,0.350000,-0.340000,0,0.000000,,,0,K2 V,0.844000,0.020000,-0.019000,0,0.789000,0.046000,-0.047000,0,8.4000,1.9000,-1.9000,0,50.5104166,17.2392094,82.85700000,0.30620000,-0.30410000
HD 27894 b,0,18.01939000000,0.00024000000,-0.00027000000,0,0.1250000000,0.0050000000,-0.0050000000,0,1.26000000,,,0,0.61900000,0.05000000,-0.05000000,0,Msini,0.386000,,,0,0.047000,0.012000,-0.011000,0,K2 V,0.891767,0.014934,-0.023922,0,0.810000,0.096000,-0.096000,0,3.9000,,,0,65.1975693,-59.4096776,43.82140000,0.05930000,-0.05910000
HD 99492 b,0,17.05030000000,0.00160000000,-0.00160000000,0,0.1200000000,0.0000000000,0.0000000000,0,0.48600000,,,0,0.08023197,0.00188781,-0.00188781,0,Msini,0.870000,,,0,0.034000,0.025000,-0.021000,0,K2 V,0.822539,0.015196,-0.015196,0,0.850000,0.020000,-0.020000,0,4.8000,4.1000,-4.1000,0,171.6896870,3.0071331,18.20380000,0.05810000,-0.05770000
HD 13808 b,0,14.18150000000,0.00150000000,-0.00150000000,0,0.1051900000,0.0009300000,-0.0011000000,0,0.29900000,,,0,0.03523896,0.00377560,-0.00207658,0,Msini,1.640000,,,0,0.071000,0.027000,-0.047000,0,K2 V,0.781000,0.017000,-0.022000,0,0.771000,0.022000,-0.022000,0,7.2000,4.8000,-4.8000,0,33.1780708,-53.7437591,28.23050000,0.02570000,-0.02580000
Kepler-411 c,0,7.83443500000,0.00000200000,-0.00000200000,0,0.0739000000,0.0010000000,-0.0010000000,0,0.39441520,0.00553127,-0.00553127,0,0.08306327,0.01856338,-0.01856338,0,Mass,1.700000,0.400000,-0.400000,0,0.108000,0.003000,-0.004000,0,K2 V,0.820000,0.018000,-0.018000,0,0.870000,0.039000,-0.039000,0,0.2120,0.0310,-0.0310,0,287.6057027,49.5233937,153.67600000,0.45500000,-0.45300000
K2-36 c,0,5.34088800000,0.00008600000,-0.00008600000,0,0.0552800000,0.0002300000,-0.0002300000,0,0.28548537,0.02676425,-0.02676425,0,0.02485618,0.00880979,-0.00880979,0,Mass,1.300000,0.710000,-0.510000,0,0.089000,,,1,K2 V,0.718000,0.008000,-0.006000,0,0.790000,0.010000,-0.010000,0,1.4000,0.4000,-0.5000,0,169.4490102,3.8665038,109.74900000,0.61500000,-0.60900000
HD 18599 b,0,4.13743540000,0.00000360000,-0.00000370000,0,0.0480000000,0.0004000000,-0.0004000000,0,0.23195686,0.01338213,-0.01159784,0,0.07582708,0.02233910,-0.02422691,0,Mass,7.500000,2.600000,-2.400000,0,0.340000,0.070000,-0.090000,0,K2 V,0.767000,0.024000,-0.024000,0,0.863000,0.020000,-0.020000,0,0.4000,0.1000,-0.1000,0,44.2620144,-56.1918694,38.56530000,0.03660000,-0.03660000
OGLE-TR-111 b,0,4.01444630000,0.00000100000,-0.00000100000,0,0.0473000000,0.0015000000,-0.0014000000,0,1.01900000,0.02600000,-0.02600000,0,0.55000000,0.10000000,-0.10000000,0,Mass,0.650000,0.130000,-0.130000,0,0.540000,,,1,K2 V,0.830000,0.020000,-0.020000,0,0.820000,0.020000,-0.020000,0,8.8000,5.2000,-6.6000,0,163.3241150,-61.4056976,1068.33000000,64.79500000,-64.79500000
Qatar-6 b,0,3.50619500000,0.00001800000,-0.00001800000,0,0.0423000000,0.0004000000,-0.0004000000,0,1.06200000,0.07100000,-0.07100000,0,0.66800000,0.06600000,-0.06600000,0,Mass,0.692000,,,0,0.000000,,,0,K2 V,0.722000,0.020000,-0.020000,0,0.822000,0.021000,-0.021000,0,1.0200,0.6200,-0.6200,0,222.2100773,22.1526136,100.84800000,0.46400000,-0.46000000
WASP-45 b,0,3.12608900000,0.00000300000,-0.00000300000,0,0.0396300000,0.0011400000,-0.0011200000,0,0.94600000,0.05800000,-0.05100000,0,0.96400000,0.05800000,-0.05600000,0,Mass,1.418000,0.207000,-0.207000,0,0.043000,,,1,K2 V,0.855000,0.039000,-0.038000,0,0.850000,0.076000,-0.070000,0,12.7000,1.0000,-5.3000,0,5.2377567,-35.9984650,211.19600000,1.76600000,-1.73700000
Kepler-411 b,0,3.00515600000,0.00000200000,-0.00000200000,0,0.0375000000,0.0008000000,-0.0008000000,0,0.21420287,0.00472834,-0.00472834,0,0.08054620,0.00818047,-0.00818047,0,Mass,10.300000,1.300000,-1.300000,0,0.146000,0.005000,-0.004000,0,K2 V,0.820000,0.018000,-0.018000,0,0.870000,0.039000,-0.039000,0,0.2120,0.0310,-0.0310,0,287.6057027,49.5233937,153.67600000,0.45500000,-0.45300000
WASP-144 b,0,2.27831520000,0.00000130000,-0.00000130000,0,0.0316000000,0.0005000000,-0.0005000000,0,0.85000000,0.05000000,-0.05000000,0,0.44000000,0.06000000,-0.06000000,0,Mass,0.950000,0.200000,-0.200000,0,0.000000,,,0,K2 V,0.810000,0.040000,-0.040000,0,0.810000,0.040000,-0.040000,0,8.7100,4.1200,-4.1200,0,320.7628761,-40.0484393,355.51300000,10.66800000,-10.07500000
HD 189733 b,0,2.21857567000,0.00000015000,-0.00000015000,0,0.0312600000,0.0003600000,-0.0003600000,0,1.13000000,0.01000000,-0.01000000,0,1.13000000,0.08000000,-0.08000000,0,Mass,0.943000,0.024000,-0.024000,0,0.000000,,,0,K2 V,0.750000,0.010000,-0.010000,0,0.827851,0.028799,-0.028799,0,1.4000,4.9000,-1.9000,0,300.1821223,22.7097759,19.76380000,0.01280000,-0.01270000
WASP-52 b,0,1.74977980000,0.00000120000,-0.00000120000,0,0.0272000000,0.0003000000,-0.0003000000,0,1.27000000,0.03000000,-0.03000000,0,0.46000000,0.02000000,-0.02000000,0,Mass,0.290000,0.030000,-0.030000,0,0.000000,,,0,K2 V,0.790000,0.020000,-0.020000,0,0.870000,0.030000,-0.030000,0,0.4000,0.3000,-0.2000,0,348.4947931,8.7610793,174.81800000,1.34300000,-1.32300000
WASP-145 A b,0,1.76903810000,0.00000080000,-0.00000080000,0,0.0261000000,0.0005000000,-0.0005000000,0,0.90000000,0.40000000,-0.40000000,0,0.89000000,0.04000000,-0.04000000,0,Mass,1.600000,1.300000,-1.300000,0,0.000000,,,0,K2 V,0.680000,0.070000,-0.070000,0,0.760000,0.040000,-0.040000,0,6.9900,4.4000,-4.4000,0,322.2537644,-58.8361466,91.29900000,0.24150000,-0.24030000
K2-36 b,0,1.42261400000,0.00003800000,-0.00003800000,0,0.0228800000,0.0001000000,-0.0001000000,0,0.12757627,0.00713713,-0.00713713,0,0.01352931,0.00440489,-0.00440489,0,Mass,8.000000,3.100000,-2.700000,0,0.093000,,,1,K2 V,0.718000,0.008000,-0.006000,0,0.790000,0.010000,-0.010000,0,1.4000,0.4000,-0.5000,0,169.4490102,3.8665038,109.74900000,0.61500000,-0.60900000
WTS-2 b,0,1.01870680000,0.00000065000,-0.00000065000,0,0.0185500000,0.0006200000,-0.0006200000,0,1.36300000,0.06100000,-0.06100000,0,1.12000000,0.16000000,-0.16000000,0,Mass,0.540000,0.110000,-0.110000,0,0.000000,,,0,K2 V,0.752000,0.032000,-0.032000,0,0.820000,0.082000,-0.082000,0,0.6000,,,-1,293.7327826,36.8154936,1030.76834437,143.32549395,-143.32549395
HD 137388 b,0,330.00000000000,3.00000000000,-3.00000000000,0,0.8900000000,0.0200000000,-0.0200000000,0,0.83200000,,,0,0.20000000,0.02000000,-0.02000000,0,Msini,0.431000,,,0,0.360000,0.120000,-0.120000,0,K2 IV,0.880000,0.010000,-0.010000,0,0.680000,0.050000,-0.050000,0,6.4500,0.7400,-0.7400,0,233.9150820,-80.2044169,40.48410000,0.05400000,-0.05400000
HD 110014 b,0,835.47700000000,6.04000000000,-6.04000000000,0,2.1400000000,0.0300000000,-0.0300000000,0,1.11000000,,,0,11.09000000,1.00000000,-1.00000000,0,Msini,10.200000,,,0,0.462000,0.069000,-0.069000,0,K2 III,20.900000,1.100000,-1.100000,0,2.170000,0.280000,-0.280000,0,0.9500,0.4000,-0.4000,0,189.8111935,-7.9956702,100.75800000,1.97315000,-1.97315000
iot Dra b,0,510.85440000000,0.01280000000,-0.01280000000,0,1.4530000000,0.0260000000,-0.0260000000,0,1.10000000,,,0,11.82000000,0.42000000,-0.41000000,0,Msini,10.800000,,,0,0.701000,0.001600,-0.001700,0,K2 III,11.790000,0.240000,-0.240000,0,1.540000,0.090000,-0.090000,0,2.6500,0.7400,-0.7400,0,231.2323227,58.9661403,31.32832000,0.50054600,-0.50054600
HD 150010 b,0,562.00000000000,8.00000000000,-8.00000000000,0,1.4000000000,0.1000000000,-0.1000000000,0,1.18000000,,,0,2.40000000,0.40000000,-0.40000000,0,Msini,1.780000,,,0,0.200000,0.100000,-0.100000,0,K2 III,16.200000,0.400000,-0.400000,0,1.300000,0.100000,-0.100000,0,4.9000,1.1000,-1.1000,0,247.8670682,72.6125804,144.49000000,0.67300000,-0.67300000
eps CrB b,0,417.90000000000,0.50000000000,-0.50000000000,0,1.3000000000,,,0,1.13000000,,,0,6.70000000,0.30000000,-0.30000000,0,Msini,5.710000,,,0,0.110000,0.030000,-0.030000,0,K2 III,21.000000,,,0,1.700000,0.100000,-0.100000,0,1.7400,0.3700,-0.3700,0,239.3965057,26.8776171,69.86830000,1.07300000,-1.04150000
HD 66141 b,0,480.50000000000,0.50000000000,-0.50000000000,0,1.2000000000,0.1000000000,-0.1000000000,0,1.14000000,,,0,6.00000000,0.30000000,-0.30000000,0,Msini,5.000000,,,0,0.070000,0.030000,-0.030000,0,K2 III,21.400000,0.600000,-0.600000,0,1.100000,0.100000,-0.100000,0,6.8400,1.3900,-1.3900,0,120.5662825,2.3350265,68.15090000,2.11345000,-2.11345000
mu Leo b,0,357.80000000000,1.20000000000,-1.20000000000,0,1.1000000000,0.1000000000,-0.1000000000,0,1.18000000,,,0,2.40000000,0.40000000,-0.40000000,0,Msini,1.780000,,,0,0.090000,0.060000,-0.060000,0,K2 III,11.400000,0.200000,-0.200000,0,1.500000,0.100000,-0.100000,0,3.3500,0.7000,-0.7000,0,148.1898673,26.0067142,32.60810000,0.45210000,-0.45210000
HD 59686 A b,0,299.36000000000,0.26000000000,-0.31000000000,0,1.0860000000,0.0006000000,-0.0007000000,0,1.13000000,,,0,6.92000000,0.18000000,-0.24000000,0,Msini,5.900000,,,0,0.050000,0.030000,-0.020000,0,K2 III,13.200000,0.300000,-0.300000,0,1.900000,0.200000,-0.200000,0,1.7300,0.4700,-0.4700,0,112.9518629,17.0857195,89.27210000,0.73155000,-0.73155000
HD 18143 c,0,28982.41764000000,18264.56731000000,-7978.16709000000,0,17.5300000000,6.5870000000,-3.4470000000,0,1.11000000,,,0,9.99800000,1.96100000,-1.87100000,0,Mass,8.940000,,,0,0.194000,0.021000,-0.097000,0,K2,0.870000,0.030000,-0.030000,0,0.850000,0.103000,-0.103000,0,9.4000,,,0,43.9140248,26.8723829,22.52430000,0.02300000,-0.02300000
HD 174205 b,0,582.00000000000,17.00000000000,-17.00000000000,0,1.7000000000,0.1000000000,-0.1000000000,0,1.16000000,,,0,4.20000000,0.50000000,-0.50000000,0,Msini,3.340000,,,0,0.400000,0.200000,-0.200000,0,K2,26.600000,0.600000,-0.600000,0,1.800000,0.100000,-0.100000,0,1.7000,0.3000,-0.3000,0,280.7932014,70.7928237,234.02700000,1.39200000,-1.37500000
HD 156668 c,0,811.30000000000,5.20000000000,-5.30000000000,0,1.5700000000,0.0170000000,-0.0170000000,0,0.55000000,,,0,0.09910000,0.00790000,-0.00770000,0,Msini,0.737000,,,0,0.089000,0.084000,-0.061000,0,K2,0.774528,0.012146,-0.012146,0,0.785167,0.023876,-0.023876,0,8.6000,4.8000,-4.8000,0,259.4183491,29.2281610,24.33230000,0.01650000,-0.01660000
HD 216520 c,0,154.43000000000,0.44000000000,-0.44000000000,0,0.5280000000,0.0100000000,-0.0100000000,0,0.27100000,,,0,0.02970141,0.00512853,-0.00512853,0,Msini,1.860000,,,0,0.120000,0.080000,-0.080000,0,K2,0.760000,0.007000,-0.007000,0,0.820000,0.040000,-0.040000,0,6.0000,3.0000,-3.0000,0,341.8768719,83.6975307,19.55200000,0.01130000,-0.01130000
HD 216520 b,0,35.45000000000,0.01100000000,-0.01100000000,0,0.1980000000,0.0004000000,-0.0004000000,0,0.28400000,,,0,0.03228141,0.00311487,-0.00311487,0,Msini,1.750000,,,0,0.090000,0.060000,-0.060000,0,K2,0.760000,0.007000,-0.007000,0,0.820000,0.040000,-0.040000,0,6.0000,3.0000,-3.0000,0,341.8768719,83.6975307,19.55200000,0.01130000,-0.01130000
HD 18143 b,0,10.28510000000,0.00213000000,-0.00263000000,0,0.0880000000,0.0030000000,-0.0040000000,0,0.29300000,,,0,0.03400000,0.00500000,-0.00700000,0,Msini,1.680000,,,0,0.224000,0.171000,-0.122000,0,K2,0.870000,0.030000,-0.030000,0,0.850000,0.103000,-0.103000,0,9.4000,,,0,43.9140248,26.8723829,22.52430000,0.02300000,-0.02300000
HAT-P-18 b,0,5.50802300000,0.00000600000,-0.00000600000,0,0.0559000000,0.0007000000,-0.0007000000,0,0.99500000,0.05200000,-0.05200000,0,0.19700000,0.01300000,-0.01300000,0,Mass,0.250000,0.040000,-0.040000,0,0.084000,0.048000,-0.048000,0,K2,0.749000,0.037000,-0.037000,0,0.770000,0.031000,-0.031000,0,12.4000,4.4000,-6.4000,0,256.3463760,33.0123251,161.40000000,0.61000000,-0.60500000
HD 156668 b,0,4.64550000000,0.00110000000,-0.00110000000,0,0.0500000000,0.0007000000,-0.0007000000,0,0.16700000,,,0,0.01300000,0.00200000,-0.00200000,0,Msini,3.490000,,,0,0.000000,,,0,K2,0.720000,0.013000,-0.013000,0,0.772000,0.020000,-0.020000,0,8.6000,4.8000,-4.8000,0,259.4183491,29.2281610,24.33230000,0.01650000,-0.01660000
HATS-7 b,0,3.18531500000,0.00000540000,-0.00000540000,0,0.0401200000,0.0004300000,-0.0004300000,0,0.56300000,0.04600000,-0.03400000,0,0.12000000,0.01200000,-0.01200000,0,Mass,0.830000,0.180000,-0.180000,0,0.170000,,,1,K2,0.815000,0.049000,-0.035000,0,0.849000,0.027000,-0.027000,0,7.8000,5.0000,-5.0000,0,208.8567465,-21.2078587,240.70700000,1.64900000,-1.62800000
WASP-177 b,0,3.07172200000,0.00000100000,-0.00000100000,0,0.0395700000,0.0005800000,-0.0005800000,0,1.58000000,0.66000000,-0.36000000,0,0.50800000,0.03800000,-0.03800000,0,Mass,0.172000,0.203000,-0.110000,0,,,,,K2,0.885000,0.046000,-0.046000,0,0.876000,0.038000,-0.038000,0,9.7000,3.9000,-3.9000,0,334.7969885,-1.8344301,176.81800000,2.42800000,-2.36400000
